,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
신라교역,"농업, 임업 및 어업",2016,525212040000.0,14.54,87.31,4.45,0.03029195183433396,0.55,B이하,B,B이하,B이하,4000000.0
신성이엔지,기계,2016,693978387000.0,467.56,17.62,0.0,0.2925873615247733,1.98,B이하,B,B이하,B이하,0.0
신세계,유통업,2016,9954538692000.0,112.12,47.14,14.96,0.20608036697470966,0.6799999999999999,B+,C,A+,B+,12296000.0
신세계건설,건설업,2016,734455411000.0,473.95,17.42,32.48,0.014303335739148453,1.45,B+,B,B+,B+,2000000.0
신세계인터내셔날,유통업,2016,966185102000.0,101.91,49.53,1.58,0.05986795203422674,1.48,B+,B+,A,B+,4284000.0
신세계푸드,서비스업,2016,556151052000.0,87.14,53.44,17.94,0.020493698800953693,1.98,B이하,C,B+,B이하,2323000.0
신송홀딩스,서비스업,2016,246716568000.0,68.43,59.37,-9.48,-2.005076862745098,0.7150000000000001,B이하,B,B이하,B이하,946000.0
신영와코루,섬유의복,2016,334494513000.0,11.4,89.77,0.19,0.01317004463305773,0.52,B이하,C,B이하,B이하,2250000.0
신원,섬유의복,2016,432327923000.0,138.87,41.86,0.1,0.034496850693069306,0.635,B이하,D,B이하,B이하,0.0
신풍제약,의약품,2016,418113688000.0,91.38,52.25,-0.92,0.10401381970199039,2.15,B이하,B,B이하,B이하,0.0
신흥,유통업,2016,131526453000.0,55.32,64.38,-0.82,0.06575080239713631,1.21,B이하,B+,B이하,B이하,576000.0
쌍방울,섬유의복,2016,223316431000.0,28.11,78.06,-20.24,-0.10088447797967355,1.955,B이하,C,B이하,B이하,0.0
써니전자,전기전자,2016,41114893000.0,15.9,86.28,-10.14,0.15872877990668122,4.295,B이하,C,B이하,B이하,0.0
씨아이테크,유통업,2016,39843704000.0,15.86,86.31,-12.99,-0.0963196405648267,1.43,B이하,C,B이하,B이하,0.0
씨에스윈드,기계,2016,385686829000.0,29.15,77.43,4.74,0.27370487732417026,1.28,B이하,B+,B이하,B이하,3183000.0
아남전자,전기전자,2016,160088982000.0,126.62,44.13,7.69,0.03982459542677105,1.37,B이하,B,B이하,B이하,0.0
아모레퍼시픽,화학,2016,5181577130000.0,32.98,75.2,18.44,0.1585045593786929,7.305,A,B+,A,A,109037000.0
아세아,서비스업,2016,1706513489000.0,39.3,71.79,4.12,7.457226834493841,0.615,B이하,B,B이하,B이하,2852000.0
아세아시멘트,비금속광물,2016,850532589000.0,27.93,78.17,1.67,0.17034011791425915,0.52,B이하,B,B이하,B+,4942000.0
아세아제지,종이목재,2016,720959585000.0,56.34,63.96,5.92,0.07838836091234347,0.43000000000000005,B이하,B,B이하,B이하,4466000.0
아시아나항공,운수창고업,2016,8229241087000.0,689.86,12.66,-0.55,0.12196741569226935,1.4249999999999998,B+,B,A+,B+,0.0
아이마켓코리아,유통업,2016,1334064598000.0,191.63,34.29,8.15,0.04563818138032638,1.795,B이하,C,B이하,B이하,15831000.0
아이에스동서,비금속광물,2016,2074372640000.0,120.77,45.3,82.28,0.06878008341894204,1.72,B이하,B,B이하,B이하,30718000.0
알루코,철강금속,2016,439409021000.0,118.34,45.8,-1.21,0.21225813971450438,2.43,B이하,D,B이하,B이하,3728000.0
에넥스,기타제조업,2016,152746917000.0,158.98,38.61,27.82,-0.04885267617980811,3.525,B이하,C,B이하,B이하,1106000.0
에스엘,운수장비,2016,1631322202000.0,70.75,58.57,16.16,0.15218189929512535,1.005,B이하,C,B+,B이하,8805000.0
에스원,서비스업,2016,1460376647000.0,32.77,75.32,1.7,0.15023954491608105,4.28,B이하,B,B+,B이하,42263000.0
에쓰씨엔지니어링,건설업,2016,405773646000.0,149.02,40.16,-24.44,0.017906033119564263,1.96,B이하,C,B이하,B이하,0.0
에이블씨엔씨,화학,2016,277859818000.0,40.25,71.3,6.54,0.07087345201036599,2.455,B이하,B,B이하,B이하,6804000.0
에이엔피,전기전자,2016,130591639000.0,88.93,52.93,-82.13,0.03835859448602872,1.875,B이하,C,B이하,B이하,0.0
엔씨소프트,서비스업,2016,2360802862000.0,24.55,80.29,17.33,0.15054037030865325,3.0700000000000003,B이하,B+,B이하,B이하,81138000.0
엔케이,기계,2016,252420279000.0,89.34,52.82,-34.23,0.08010347474183645,2.06,B이하,C,B이하,B이하,0.0
영보화학,화학,2016,182197358000.0,58.96,62.91,0.29,0.23087555312880365,1.06,B이하,C,B이하,B이하,1950000.0
영원무역,유통업,2016,2389711953000.0,73.48,57.64,26.29,0.08407089357053632,2.185,B이하,B,B이하,B이하,10991000.0
영원무역홀딩스,서비스업,2016,2838123068000.0,61.67,61.85,24.33,8.853252551544626,2.0949999999999998,B이하,B,B이하,B이하,5802000.0
영진약품,의약품,2016,199354385000.0,87.77,53.26,13.47,0.01611283875443992,18.155,B이하,B,B이하,B이하,0.0
영풍,철강금속,2016,4134902349000.0,31.59,75.99,1.48,0.06872569344608147,1.13,B이하,D,B이하,B이하,17201000.0
영풍제지,종이목재,2016,121379534000.0,28.6,77.76,13.95,0.04033920735052112,0.665,B이하,C,B이하,B이하,809000.0
영화금속,운수장비,2016,137789310000.0,103.68,49.1,-6.18,0.04476679156968565,1.705,B이하,B,B이하,B이하,1309000.0
오뚜기,음식료품,2016,1592713366000.0,53.86,65.0,6.77,0.07599261805773555,4.185,B이하,D,B+,B이하,22899000.0
우신시스템,기계,2016,252476646000.0,107.56,48.18,0.5,0.19361650475445602,0.6950000000000001,B이하,C,B이하,B이하,505000.0
우진,의료정밀,2016,181294690000.0,46.95,68.05,2.32,-0.3117383905579399,1.23,B이하,B,B이하,B이하,3819000.0
우진플라임,기계,2016,304003724000.0,280.45,26.28,24.63,0.12602719531948414,0.765,B이하,B,B이하,B이하,0.0
웅진,서비스업,2016,838011575000.0,135.35,42.49,-46.07,0.12021520199824638,0.505,B이하,B,B이하,B이하,0.0
웅진씽크빅,서비스업,2016,508663966000.0,80.96,55.26,-4.07,0.10713017245319734,1.87,B이하,C,B이하,B이하,0.0
원림,섬유의복,2016,141503999000.0,30.13,76.84,6.7,0.08757693471289406,0.8,B이하,C,B이하,B이하,980000.0
윌비스,유통업,2016,341543712000.0,145.27,40.77,6.56,0.01537621456142686,1.085,B이하,B,B이하,B이하,0.0
유니드,화학,2016,1046784997000.0,65.7,60.35,4.61,0.3547801550495852,0.735,B이하,C,B이하,B+,9778000.0
유니온,비금속광물,2016,164337626000.0,31.47,76.06,-7.88,0.06952462816721372,0.55,B이하,B,B이하,B이하,981000.0
유니켐,기타제조업,2016,66903488000.0,135.1,42.54,0.0,-0.49298210059574005,3.4299999999999997,B이하,C,B이하,B이하,0.0
유니퀘스트,유통업,2016,284420090000.0,55.76,64.2,-10.95,-0.015983362348054485,0.9450000000000001,B이하,B,B이하,B이하,2128000.0
유성기업,운수장비,2016,377300325000.0,30.5,76.63,-3.78,0.12240389469188055,0.505,B이하,B+,B이하,B+,3078000.0
유수홀딩스,서비스업,2016,473581040000.0,72.05,58.12,-13.44,0.923926945563944,1.255,B이하,B,B이하,B이하,1248000.0
유안타증권,증권,2016,10363054944000.0,903.47,9.97,19.96,-0.6874226765487073,0.74,B이하,A,B이하,B이하,0.0
유엔젤,서비스업,2016,58271070000.0,25.98,79.38,-26.28,-0.1367337727028891,1.705,B이하,C,B이하,B이하,0.0
유유제약,의약품,2016,104327188000.0,41.5,70.67,11.03,-0.19543194553635648,1.815,B이하,B,B이하,B이하,1274000.0
유한양행,의약품,2016,2045941041000.0,36.71,73.15,17.02,0.056511486122903805,2.225,B+,B+,B이하,B+,20546000.0
유화증권,증권,2016,630752238000.0,37.85,72.54,-21.89,0.5551665872889877,0.51,B이하,B+,B이하,B이하,10713000.0
율촌화학,화학,2016,526762593000.0,64.0,60.97,1.66,0.12293035794011933,1.055,B이하,C,B이하,B이하,12400000.0
이건산업,종이목재,2016,471363908000.0,190.77,34.39,8.44,0.17969947661402552,1.48,B이하,B,B이하,B이하,1405000.0
이구산업,철강금속,2016,261856780000.0,159.3,38.57,-6.19,0.04223025286658061,0.7,B이하,B+,B이하,B+,1672000.0
이마트,유통업,2016,15428184325000.0,89.9,52.66,8.34,0.06393134491044282,0.63,B이하,C,B이하,A,41796000.0
이수페타시스,전기전자,2016,551111730000.0,178.24,35.94,6.39,-0.00030438601462004874,0.895,B이하,D,A,B+,3977000.0
이수화학,화학,2016,1097878605000.0,219.04,31.34,3.0,0.0916742723018267,0.41,B이하,B,B이하,B이하,7262000.0
이스타코,서비스업,2016,117311533000.0,177.72,36.01,-42.68,-0.20938258627528758,1.6600000000000001,B이하,C,B이하,B이하,0.0
이아이디,유통업,2016,38690689000.0,36.54,73.24,-12.42,-0.06510210818307906,2.945,B이하,D,B이하,B이하,0.0
이연제약,의약품,2016,223858101000.0,15.74,86.4,6.41,0.08928870632842828,2.57,B이하,B,B이하,B이하,4515000.0
이월드,서비스업,2016,220225975000.0,71.99,58.14,22.27,0.20833011017149017,1.8900000000000001,B이하,C,B이하,B이하,0.0
이화산업,유통업,2016,278297562000.0,48.19,67.48,-19.35,0.09099490513603459,1.08,B이하,C,B이하,B이하,0.0
인디에프,섬유의복,2016,159694562000.0,143.32,41.1,18.32,0.038607810667218655,2.7700000000000005,B이하,C,B이하,B이하,0.0
인스코비,유통업,2016,45176999000.0,41.55,70.65,127.19,-0.019541478439425053,6.555000000000001,B이하,B,B이하,B이하,0.0
인지컨트롤스,운수장비,2016,480268650000.0,131.12,43.27,-5.38,0.06296545307676774,0.55,B이하,C,B이하,B이하,1452000.0
인천도시가스,전기가스업,2016,360250389000.0,121.25,45.2,-15.86,0.098125103179582,0.855,B이하,B,B이하,B이하,5152000.0
인터지스,운수창고업,2016,514189732000.0,132.83,42.95,-22.37,0.018589310374447447,0.645,B이하,B,B이하,B이하,3386000.0
인팩,운수장비,2016,201399503000.0,84.27,54.27,5.05,0.10100865492517656,0.845,B이하,C,B이하,B이하,1500000.0
일동홀딩스,의약품,2016,204087848000.0,91.03,52.35,-91.44,2.3348378635430747,5.53,B이하,B,B이하,B이하,1047000.0
일성건설,건설업,2016,277457544000.0,184.81,35.11,23.67,0.07547639234501155,0.65,B이하,C,B이하,B이하,1084000.0
일성신약,의약품,2016,338501960000.0,5.75,94.56,9.26,-0.4597108044409528,1.01,B이하,C,B이하,B이하,1008000.0
일신방직,섬유의복,2016,904835179000.0,30.34,76.72,5.19,0.12115098916467101,0.6950000000000001,B이하,B,B이하,B+,6547000.0
일신석재,유통업,2016,78264674000.0,55.57,64.28,5.98,-0.013480998810939358,2.815,B이하,C,B이하,B이하,0.0
일양약품,의약품,2016,431263403000.0,98.41,50.4,40.44,0.15327275664461715,7.005,B이하,B,B이하,B이하,1872000.0
일정실업,섬유의복,2016,68209326000.0,15.8,86.35,15.83,0.015963705681799098,0.6599999999999999,B이하,C,B이하,B이하,1500000.0
일진전기,전기전자,2016,728757945000.0,127.8,43.9,-5.12,-0.015179763457164519,0.605,B이하,B,B이하,B이하,2224000.0
일진홀딩스,서비스업,2016,1065835127000.0,135.67,42.43,-4.67,-0.13386559459996028,1.53,B이하,B,B이하,B이하,3219000.0
자화전자,전기전자,2016,426797993000.0,49.92,66.7,11.66,0.16938505859243613,1.08,B이하,B,B이하,B+,6732000.0
전방,섬유의복,2016,484109388000.0,191.29,34.33,-15.38,0.02373538737692936,0.44,B이하,C,B이하,B이하,0.0
제일기획,서비스업,2016,2151431627000.0,177.14,36.08,15.17,0.09907809194602267,3.93,B이하,B,B이하,B+,30384000.0
제주은행,은행,2016,5184831000000.0,1444.71,6.47,13.56,-0.5097842052340366,0.58,B+,A+,B+,B이하,2213000.0
조광페인트,화학,2016,252381851000.0,37.72,72.61,-0.41,0.09898832472638634,1.03,B이하,B,B이하,B이하,4200000.0
조광피혁,기타제조업,2016,226636415000.0,10.47,90.53,9.17,0.1024507921799301,1.375,B이하,B,B이하,B이하,367000.0
조비,화학,2016,88744853000.0,136.01,42.37,0.39,0.13692493946731235,1.7850000000000001,B이하,C,B이하,B이하,0.0
조선내화,비금속광물,2016,970226075000.0,52.99,65.37,-1.9,0.14137924852485204,0.7649999999999999,B이하,B,B이하,B이하,11375000.0
조선선재,기계,2016,100867386000.0,14.78,87.13,-4.89,0.2272023047172204,1.01,B이하,C,B이하,B이하,1825000.0
조일알미늄,철강금속,2016,323914602000.0,64.15,60.92,0.61,-0.05832359276881947,0.6799999999999999,B이하,B,B이하,B+,1044000.0
조흥,음식료품,2016,163459253000.0,44.44,69.23,14.62,0.05501603787405643,0.985,B이하,B,B이하,B이하,3000000.0
종근당,의약품,2016,641698870000.0,81.14,55.21,40.42,0.06945564108049895,3.91,B이하,B,B+,B이하,8463000.0
종근당바이오,의약품,2016,180911872000.0,33.85,74.71,5.93,0.137152371851026,1.065,B이하,B,B이하,B+,2052000.0
종근당홀딩스,서비스업,2016,705665535000.0,28.77,77.66,51.32,1.4679689816916326,1.59,B이하,B,B이하,B이하,6615000.0
주연테크,전기전자,2016,50471603000.0,53.33,65.22,0.0,-0.05822852655740345,2.395,B이하,C,B이하,B이하,0.0
지엠비코리아,운수장비,2016,466333873000.0,103.68,49.1,5.9,0.09194453654728384,0.44,B이하,B,B이하,B이하,2861000.0
지투알,서비스업,2016,507061896000.0,247.12,28.81,-14.88,0.587159677698839,1.73,B이하,B+,B이하,B이하,4052000.0
진도,유통업,2016,149339658000.0,56.26,64.0,1.01,0.0887564382826912,0.8,B이하,C,B이하,B이하,2493000.0
진양산업,화학,2016,46605487000.0,31.53,76.03,-3.0,0.1615891873627302,2.385,B이하,B,B이하,B이하,1625000.0
진양홀딩스,서비스업,2016,554262857000.0,40.76,71.04,-0.46,1.997854265283513,1.135,B이하,B,B이하,B이하,5480000.0
진양화학,화학,2016,43263736000.0,41.43,70.7,-18.62,0.03213115778510675,2.435,B이하,B,B이하,B이하,900000.0
진원생명과학,유통업,2016,65661589000.0,83.15,54.6,10.6,-0.4815833236151604,7.459999999999999,B이하,D,B이하,B이하,0.0
진흥기업,건설업,2016,302077701000.0,0.0,0.0,-11.16,-0.0661557504960724,0.0,B이하,B,B이하,B+,0.0
참엔지니어링,기계,2016,687008364000.0,1181.79,7.8,-6.12,-0.04335983335597519,3.3850000000000002,B이하,D,B이하,B이하,0.0
천일고속,운수창고업,2016,52541981000.0,35.23,73.95,-0.76,0.08915571876123465,4.87,B이하,B,B이하,B이하,7135000.0
카프로,화학,2016,473850324000.0,88.08,53.17,60.7,-0.16518948428779845,0.72,B이하,B,B이하,B+,0.0
코리아써키트,전기전자,2016,520500737000.0,33.15,75.1,-3.37,0.03127640002959112,0.7749999999999999,B이하,C,B이하,B+,2756000.0
코스맥스,화학,2016,665916424000.0,221.21,31.13,41.93,0.04642630241046083,6.955,B이하,B,B이하,B이하,10046000.0
코스맥스비티아이,서비스업,2016,670707619000.0,93.48,51.68,33.55,0.5480664060822129,2.06,B이하,B,B이하,B이하,1912000.0
코스모신소재,화학,2016,229677054000.0,347.04,22.37,42.61,0.05621112985531924,1.265,B이하,C,B이하,B+,0.0
코스모화학,화학,2016,478103825000.0,353.29,22.06,14.6,-0.1750806334296224,1.0150000000000001,B이하,B,B이하,B+,0.0
코아스,기타제조업,2016,76929028000.0,212.26,32.03,0.59,-0.004742350086800109,2.74,B이하,B,B이하,B이하,0.0
코오롱,서비스업,2016,3333623695000.0,301.02,24.94,3.04,2.6015030292670884,1.735,B이하,C,B이하,B이하,6623000.0
코오롱글로벌,건설업,2016,2083700283000.0,377.68,20.93,5.15,0.030997773930798063,0.8899999999999999,B+,B+,B+,B이하,2569000.0
코오롱플라스틱,화학,2016,308309318000.0,76.35,56.71,-4.8,0.16177326491416583,1.64,B+,B,B이하,A,3800000.0
코웨이,서비스업,2016,1967707893000.0,66.28,60.14,2.64,0.16218589280092754,7.695,A,B,A+,A,234700000.0
콤텍시스템,서비스업,2016,130290045000.0,128.11,43.84,14.06,0.06815458887669316,1.55,B이하,B,B이하,B이하,0.0
키움증권,증권,2016,9130716941000.0,631.61,13.67,14.62,-0.5122210933159346,1.31,B+,A,B+,B이하,18785000.0
태경산업,화학,2016,498398107000.0,89.81,52.69,25.67,0.1321007083485014,1.065,B이하,C,B이하,B이하,5846000.0
태광산업,화학,2016,3822296399000.0,28.38,77.89,-4.75,0.2047347680604704,0.495,B이하,C,B+,B이하,1473000.0
태림포장,종이목재,2016,728839659000.0,132.75,42.96,7.86,0.009962035327434275,0.755,B이하,C,B이하,B이하,566000.0
태영건설,건설업,2016,3489336274000.0,176.63,36.15,9.33,-0.10713652171440063,0.605,B+,B+,B+,B이하,0.0
태원물산,운수장비,2016,44707584000.0,37.72,72.61,4.32,0.12163476593202754,1.29,B이하,B,B이하,B이하,733000.0
태평양물산,섬유의복,2016,553742011000.0,388.92,20.45,2.62,0.05667346135855952,1.185,B이하,B,B+,B이하,0.0
텔코웨어,서비스업,2016,116004471000.0,10.19,90.75,-31.12,0.11288898126864577,1.35,B이하,C,B이하,B이하,2813000.0
티에이치엔,전기전자,2016,200560898000.0,455.15,18.01,6.38,-0.007435027613603333,0.635,B이하,C,B이하,B이하,990000.0
티웨이홀딩스,비금속광물,2016,175552057000.0,257.15,28.0,42.58,1.3700614116434828,3.7,B이하,C,B이하,B이하,0.0
파미셀,의약품,2016,101953350000.0,7.78,92.78,10.58,0.035524551887639644,6.050000000000001,B이하,C,B이하,B이하,0.0
팜스코,음식료품,2016,663075904000.0,125.52,44.34,9.29,0.03584027995843355,1.52,B이하,B,B이하,B이하,3599000.0
팬오션,운수창고업,2016,4330646000000.0,68.78,59.25,3.01,0.156228736560261,0.76,B이하,B,B이하,B이하,0.0
퍼스텍,기계,2016,202340678000.0,170.91,36.91,9.05,0.039922638561904554,4.49,B이하,B,B이하,B이하,0.0
퍼시스,기타제조업,2016,416488335000.0,13.13,88.39,-4.94,0.10291539541009088,1.125,B이하,B,B이하,B이하,6619000.0
페이퍼코리아,종이목재,2016,541922930000.0,356.38,21.91,71.67,-0.1115290640804179,0.8599999999999999,B이하,C,B이하,B이하,0.0
평화산업,운수장비,2016,165068412000.0,180.54,35.64,2.19,0.054673585844928464,1.23,B+,B+,B+,B이하,311000.0
평화홀딩스,서비스업,2016,455219603000.0,188.69,34.64,2.91,2.1547460798864297,0.47,B이하,B,B+,B이하,2076000.0
풀무원,서비스업,2016,1061384109000.0,189.81,34.51,9.97,0.8424350544545097,2.095,A,A,A+,A,3799000.0
풍산,철강금속,2016,2714949032000.0,119.86,45.48,0.43,0.12104691555122135,0.795,B+,B,B이하,A,19609000.0
풍산홀딩스,서비스업,2016,762651033000.0,18.54,84.36,9.37,0.18169628797403453,0.805,B이하,B,B이하,B이하,9089000.0
하나금융지주,기타금융,2016,348177491000000.0,1388.57,6.72,1.69,8.0562963449353,0.565,A,A+,A,B이하,236802000.0
하나투어,서비스업,2016,520249642000.0,145.31,40.76,29.63,0.07128692034526556,6.545,B이하,C,B이하,B이하,8854000.0
하이스틸,철강금속,2016,242956625000.0,92.91,51.84,12.11,0.04379778713233566,0.34,B이하,B,B이하,B이하,300000.0
하이트진로,음식료품,2016,3401085182000.0,163.26,37.99,-0.9,0.11279734238952836,1.7000000000000002,B이하,C,B이하,B+,62861000.0
하이트진로홀딩스,서비스업,2016,3967110668000.0,229.63,30.34,-1.64,3.812800576777826,0.35,B이하,B+,B이하,B이하,4387000.0
한국가스공사,전기가스업,2016,39927835678000.0,325.38,23.51,-18.98,0.2363678816724811,0.5,B+,B+,B이하,A,0.0
한국공항,운수창고업,2016,373405154000.0,32.52,75.46,3.71,0.0894574489978222,0.45499999999999996,B이하,C,B이하,B이하,1529000.0
한국내화,비금속광물,2016,205577085000.0,90.31,52.55,-3.43,0.03099346374876647,0.67,B이하,C,B이하,B이하,532000.0
한국쉘석유,화학,2016,122973241000.0,26.36,79.14,-5.77,0.1424029596684716,8.285,B이하,B+,B이하,B이하,22100000.0
한국전자홀딩스,서비스업,2016,179367293000.0,52.85,65.42,-6.54,-2.141182509950831,0.375,B이하,B,B이하,B이하,0.0
한국종합기술,서비스업,2016,242443837000.0,98.07,50.49,8.36,0.00849184184259496,0.55,B이하,B+,B이하,B이하,1095000.0
한국주강,기계,2016,64842182000.0,3.42,96.69,-25.5,0.10376431967398687,0.63,B이하,C,B이하,B이하,0.0
한국철강,철강금속,2016,941767002000.0,22.47,81.65,-3.09,0.11758347013502289,0.53,B이하,C,B+,B+,8286000.0
한국카본,기계,2016,389485376000.0,23.24,81.14,6.22,0.2351408136632088,0.905,B이하,C,B이하,B이하,5333000.0
한국콜마,화학,2016,492928108000.0,71.34,58.36,24.56,0.06167618159163831,7.25,B이하,C,B이하,B이하,5275000.0
한국콜마홀딩스,서비스업,2016,567569888000.0,77.88,56.22,10.31,1.4743754596929544,5.03,B이하,B,B이하,B이하,2581000.0
한국화장품,유통업,2016,99299898000.0,78.3,56.09,63.29,0.8514250211010035,3.865,B이하,C,B이하,B이하,0.0
한국화장품제조,화학,2016,66626328000.0,51.39,66.06,42.81,0.16996273999599687,3.625,B이하,B,B이하,B이하,363000.0
한농화성,화학,2016,157059360000.0,54.72,64.63,1.99,0.048208557741091985,0.875,B이하,B,B이하,B이하,1682000.0
한독,의약품,2016,622848956000.0,115.33,46.44,10.51,-0.021455877936570826,1.44,B+,B,B+,B+,1556000.0
한미반도체,기계,2016,284988380000.0,36.13,73.46,41.15,0.23011758168750376,1.95,B이하,B,B이하,B이하,10805000.0
한미사이언스,서비스업,2016,969248669000.0,49.68,66.81,-14.34,2.146881438671305,11.924999999999999,B이하,C,B이하,B이하,0.0
한미약품,의약품,2016,1596970589000.0,117.42,45.99,-33.0,0.6004303340302596,11.105,B이하,D,B+,B이하,0.0
한샘,유통업,2016,899418181000.0,66.09,60.21,13.1,0.0830125870416382,10.71,B이하,B+,B이하,B이하,19888000.0
한섬,섬유의복,2016,1038024262000.0,17.91,84.81,15.44,0.025342353186301424,1.13,B이하,B+,B이하,B이하,6591000.0
한성기업,음식료품,2016,230855837000.0,335.18,22.98,9.99,-0.008389752497014185,1.0,B이하,C,B이하,B이하,0.0
한세실업,섬유의복,2016,1270684015000.0,125.45,44.36,-2.45,0.040029126370627915,3.795,B이하,B+,B이하,B이하,13057000.0
한세예스24홀딩스,서비스업,2016,1740589243000.0,155.97,39.07,7.38,8.827283036649215,6.52,B이하,B,B이하,B이하,6393000.0
한솔로지스틱스,운수창고업,2016,97883701000.0,122.33,44.98,2.63,0.009848548049415864,1.33,B이하,B,B이하,B이하,329000.0
한솔케미칼,화학,2016,699716322000.0,105.12,48.75,25.1,0.29082277599227396,3.2399999999999998,B+,B,B+,B+,11088000.0
한솔테크닉스,전기전자,2016,511496449000.0,137.66,42.08,23.81,0.05968647198409475,2.745,B이하,B,B이하,B+,0.0
한솔홀딩스,서비스업,2016,2006748728000.0,223.08,30.95,-13.68,0.6802999917437252,0.56,B이하,B,B이하,B이하,0.0
한솔홈데코,종이목재,2016,289305376000.0,102.68,49.34,-2.54,0.0676463264252463,0.945,B이하,C,B+,B+,0.0
한신공영,건설업,2016,1553395800000.0,479.38,17.26,30.49,0.04166837575525263,0.735,B이하,C,B이하,B이하,2543000.0
한양증권,증권,2016,1107738960000.0,312.94,24.22,2.25,0.15391302816149624,0.37,B이하,B+,B이하,B이하,4644000.0
한온시스템,기계,2016,3859737521000.0,104.77,48.84,2.62,0.16813298353318312,2.335,B이하,B,B이하,B+,40035000.0
한올바이오파마,의약품,2016,124730823000.0,19.52,83.67,3.57,0.04766255640549215,11.135,B이하,C,B+,B이하,0.0
한익스프레스,운수창고업,2016,146825373000.0,156.34,39.01,7.15,0.00842065833423839,2.42,B이하,B,B이하,B이하,840000.0
한일철강,철강금속,2016,299917724000.0,93.27,51.74,-0.58,0.04970239841387054,0.29,B이하,C,B이하,B이하,632000.0
한진,운수창고업,2016,2537558489000.0,229.44,30.35,7.5,0.02583383293075125,0.61,B이하,C,B+,B이하,4721000.0
한진중공업홀딩스,서비스업,2016,2109958000000.0,332.0,23.15,-76.78,2.231191222570533,0.38,B이하,B,B이하,B이하,0.0
한진칼,서비스업,2016,2062032036000.0,86.36,53.66,37.2,2.308105491545713,0.835,B이하,C,B이하,B이하,0.0
한창,유통업,2016,82275229000.0,112.69,47.02,193.94,1.1623908624122394,4.6899999999999995,B이하,C,B이하,B이하,687000.0
한창제지,종이목재,2016,152620392000.0,159.95,38.47,9.97,0.16479520184236093,1.215,B이하,C,B이하,B이하,0.0
한화,화학,2016,154871038000000.0,988.5,9.19,13.88,1.1951131069880323,0.98,B+,B+,B+,A,57040000.0
한화손해보험,보험,2016,13283348171000.0,1401.81,6.66,7.76,0.08335730569509679,0.8,B+,A,B이하,B이하,9074000.0
한화투자증권,증권,2016,6935655404000.0,750.93,11.75,-13.9,-0.46933350390256884,0.42,B+,A,B+,B이하,0.0
현대건설,건설업,2016,19873443000000.0,144.61,40.88,-2.12,0.09840706662946015,0.75,B+,B,B+,A,55732000.0
현대글로비스,운수창고업,2016,7967477350000.0,129.12,43.65,4.56,0.049491710899609284,2.3200000000000003,B+,B,A+,B+,112500000.0
현대로템,운수장비,2016,4473159688000.0,204.88,32.8,-9.8,0.2263638451539581,1.25,B+,B,B+,B+,0.0
현대리바트,기타제조업,2016,419856718000.0,51.35,66.07,5.97,0.007454422161185933,2.005,B+,B+,B+,B이하,1347000.0
현대모비스,운수장비,2016,41711608000000.0,46.06,68.47,6.22,0.10159749038661442,1.2999999999999998,B+,C,A+,A,331466000.0
현대미포조선,운수장비,2016,9226316948000.0,308.54,24.48,-9.3,0.15387954897174144,0.625,B+,B+,B이하,A,0.0
현대백화점,유통업,2016,6587262226000.0,52.82,65.44,10.55,0.32250158873301915,0.9400000000000001,B+,B+,B+,B이하,15905000.0
현대비앤지스틸,철강금속,2016,567742736000.0,63.52,61.16,-4.09,0.10923252875302664,0.495,B이하,D,B이하,B+,1524000.0
현대위아,운수장비,2016,7022079143000.0,115.49,46.4,-3.74,0.04952904989441595,0.8700000000000001,B+,B+,B+,B+,29218000.0
현대제철,철강금속,2016,32389271862000.0,97.93,50.52,3.47,0.20286879192700538,0.47000000000000003,B이하,C,B이하,B+,98453000.0
현대홈쇼핑,유통업,2016,1902995406000.0,30.76,76.47,8.2,0.10185822601785008,1.15,B+,A,B이하,B이하,17692000.0
혜인,유통업,2016,234552458000.0,156.88,38.93,-20.92,0.010409517132173382,0.54,B이하,B,B이하,B이하,450000.0
호텔신라,유통업,2016,2040955003000.0,208.52,32.41,14.26,0.038294047341344,3.525,B이하,B,B이하,B이하,13286000.0
화성산업,건설업,2016,504055705000.0,61.27,62.01,2.96,0.07592395288805451,0.515,B이하,B+,B이하,B이하,8235000.0
화신,운수장비,2016,964142090000.0,144.8,40.85,-0.16,0.1044905961063052,0.615,B이하,C,B이하,B이하,3472000.0
화인베스틸,철강금속,2016,226509854000.0,122.77,44.89,-23.65,0.06987116684748297,0.8599999999999999,B이하,B,B이하,B+,0.0
화천기계,기계,2016,161556567000.0,31.58,76.0,-15.72,0.13131661150133267,0.43,B이하,B,B이하,B이하,0.0
화천기공,기계,2016,346272696000.0,27.58,78.38,-12.31,0.11321718503223269,0.475,B이하,B,B이하,B이하,2750000.0
환인제약,의약품,2016,243441128000.0,10.59,90.42,-2.77,0.14022212398143957,1.5150000000000001,B이하,B+,B이하,B이하,3817000.0
황금에스티,철강금속,2016,371879221000.0,66.33,60.12,30.3,0.3608415721575209,0.625,B이하,B,B이하,B이하,1050000.0
효성,화학,2016,14120801415000.0,267.61,27.2,-4.25,0.22734653998368015,1.435,B이하,D,B+,A,166343000.0
후성,화학,2016,315083346000.0,92.85,51.85,-10.76,0.18761200128872899,3.6950000000000003,B이하,B,B이하,B+,0.0
